55169,ron
95542,hermione
111151,dumbledore
2787,weasley
190169,hagrid
31363,moody
27871,professor
204432,crouch
5919,wand
33616,potter
33983,cedric
73822,bagman
67670,snape
4355,room
17314,sirius
4445,dark
151502,krum
1643,turned
3150,fred
3432,hogwarts
13329,voldemort
9452,table
821,great
36391,hall
168901,dobby
1643,large
1643,people
6764,front
2097,door
1369,knew
7610,good
3150,george
845,felt
1643,feet
303255,winky
10615,yeah
92216,karkaroff
4445,moment
4227,left
8710,robes
4355,magical
2191,hands
8388,pulled
4576,cup
5663,malfoy
7308,fire
11148,ministry
845,course
10296,staring
5073,suddenly
1769,wizards
5807,hear
3334,find
2288,second
7259,thing
1691,inside
6291,school
8008,walked
1769,hair
6764,talking
5807,black
4576,night
38885,percy
5919,began
4576,forward
2903,stood
1769,top
2536,sitting
11327,students
1144,year
9744,air
5807,sort
30759,tournament
11327,office
36027,madame
21643,ground
38885,maxime
2536,started
38885,rita
16777,quidditch
7840,man
49214,task
4194,bit
9452,hard
6664,water
26166,sir
27086,champions
9718,mcgonagall
1451,sat
8710,muttered
8846,standing
1769,years
52298,fleur
1769,slowly
4194,stared
2097,boy
34629,castle
3538,mind
11148,mouth
12130,uncle
7077,happened
5720,magic
5307,open
7077,set
17053,help
5574,supposed
7205,lord
2903,small
6301,watching
9452,work
8710,better
4194,place
12130,fudge
4355,reached
2787,hadnt
50438,skeeter
22520,egg
3150,er
3528,raised
13935,whispered
4194,opened
7077,wearing
23522,youve
11761,floor
5307,lot
5198,cloak
3432,fell
21643,gryffindor
7205,ludo
5574,quietly
19602,shouted
2787,red
19016,triwizard
13935,watched
6301,feeling
7840,returned
4194,things
7205,goblet
7840,half
78820,master
6664,curse
16991,dumbledores
14136,vernon
6301,dead
15754,rons
4872,word
12603,called
4194,morning
43062,owl
5574,silence
4872,life
46662,class
3150,usual
3920,leg
43062,letter
5198,mother
20795,entrance
30300,stone
9452,day
115056,yeh
18057,champion
22655,grounds
3528,holding
33533,lake
3150,sound
28525,talk
12985,care
12985,fingers
17641,full
6291,idea
3528,arm
54172,beauxbatons
31108,durmstrang
45311,gold
2787,shaking
97041,ter
11761,watch
15681,continued
3150,remember
4872,rest
6151,green
9452,loudly
31379,elf
41916,hagrids
23522,hurried
9508,shoulder
4872,appeared
3920,arms
6151,girls
1451,held
3150,passed
36911,staircase
7840,empty
3920,fast
3920,moving
3150,pointing
14262,shook
3150,thick
3920,trouble
19994,window
30759,creatures
7840,days
3920,foot
22655,viktor
15554,box
19994,common
76573,field
3150,high
26659,son
9508,minutes
7205,muggle
15681,point
25971,read
17641,sight
5198,stairs
7308,starting
11327,youll
9452,ears
9028,girl
12985,hermiones
10584,pointed
7056,short
7840,smile
3528,turn
6664,weasleys
6664,yelled
10459,barty
8383,dragon
14112,extremely
31108,kitchen
15596,moved
5198,corner
15596,leave
23771,steps
7840,walking
9508,answer
3920,arrived
14136,aunt
9718,cedrics
7056,reckon
10584,shut
4328,weve
31108,daily
11327,dyou
43232,food
83832,forest
10397,noticed
15681,start
13329,tonight
11327,faces
3920,finally
14262,grinning
9028,hat
7056,straight
31192,stuff
26659,enormous
31379,lesson
5198,move
15596,spoke
12130,dursleys
7205,free
36390,hedwig
15314,petunia
9508,waiting
26659,bad
18057,bertha
5198,big
5198,breath
15596,chance
4754,fact
27086,goyle
7840,listening
83832,owls
3528,real
31192,stay
25149,trunk
31108,witch
8657,completely
6151,dear
33780,houseelf
5663,normal
27086,prophet
7777,return
6151,stupid
13329,summer
36027,third
8383,crabbe
11327,finished
4754,odd
28525,send
3920,working
8657,wrong
9718,books
56300,cabin
19994,closer
15596,wall
23771,angrily
31108,corridor
65416,crouchs
7777,muggles
24607,seized
6151,sign
13329,silver
91583,trees
10397,carrying
20795,listen
12303,longer
9718,madam
38885,number
5198,snapped
5198,brightly
91888,em
8383,family
12130,invisibility
8383,killed
28821,mum
5663,turning
14410,woman
6151,attention
7777,bottom
5663,expression
78820,houseelves
5663,leaving
15554,pair
21616,pulling
7205,quiet
5663,ready
10397,speak
7205,theyve
12303,wait
7205,walls
21616,worried
26659,breakfast
20919,christmas
5198,close
14410,darkness
10459,delacour
19437,growled
13329,heart
6151,nice
6151,pocket
11260,staff
15554,week
9508,bent
7205,brought
5663,burst
84911,carriage
6664,clearly
6151,closely
7205,fat
22655,gray
5663,jumped
5663,kind
11260,library
5663,low
5198,matter
13329,picked
7205,softly
22520,tea
7205,bring
5198,broken
5663,excitedly
12303,expected
6151,filled
12130,judges
5198,lit
99900,maze
6151,meant
12303,realized
6664,understand
13329,backward
7205,brown
5198,dangerous
27086,friends
14410,furiously
7777,glasses
29155,happily
31108,heavily
18455,sharply
10459,siriuss
6664,slipped
18057,tears
9508,covered
11327,direction
10459,doors
7205,flew
10397,gasped
14410,happy
19437,hospital
9028,hufflepuff
16766,job
9718,jorkins
25149,marble
7777,match
14410,nodded
6151,pale
7205,round
10459,slytherins
21616,student
15554,thin
8383,tiny
6664,allowed
13083,article
7777,arts
25149,climbed
18057,clutching
6664,hold
31379,mad
9028,memory
9718,middle
12130,pomfrey
12130,slytherin
10459,spells
29155,tower
5663,vanished
9028,beaming
25149,disappeared
7777,eh
25149,emerged
8383,nearer
12130,points
33533,shortly
36383,stadium
13083,stands
18057,strong
16766,worse
6664,break
20919,conversation
14410,definitely
38874,fun
7777,grinned
6664,hello
23331,hurrying
29155,knees
22520,money
26166,pigwidgeon
7777,rising
19437,rolled
45040,sending
7205,strange
8383,wizarding
25149,worry
31379,bottle
16766,changed
14410,crossed
33780,eggs
9028,hang
7777,hurry
10459,marks
31379,nearby
18191,omnioculars
14410,shrieked
9718,stunned
15554,surprised
14410,tall
10459,throat
7777,touch
113095,tree
26166,wing
91583,attacked
16766,dunno
23331,hidden
9718,hoping
7777,impatiently
8383,powerful
8383,repeated
9028,sit
9028,spotted
10459,tasks
10459,twenty
8383,busy
14136,fireplace
7777,halfway
9718,hastily
8383,hours
12130,lady
9718,luck
16650,minister
9718,oclock
61259,squeaked
9718,case
22520,clothes
8383,downstairs
8383,glad
33780,headmaster
22520,jus
29155,krums
8383,nervous
45040,patch
9028,poor
12130,silvery
9718,size
15314,skrewt
28273,socks
7777,sudden
8383,swept
9718,wondered
14136,badges
19437,cried
9718,cut
9028,deeply
9028,drop
9028,eagerly
19437,flat
18057,frowning
525198,hic
11260,hiding
9718,scared
22520,wrote
10459,bellowed
9718,center
9718,change
9718,defense
13083,enter
11260,escaped
12130,galleons
11260,higher
10459,hole
20919,homework
56547,judge
26166,jump
19437,leaned
16766,lifted
18057,lunch
83250,owlery
19437,ship
9028,today
11260,bell
15314,die
76573,fang
9718,fighting
19437,firmly
26166,fly
33780,glaring
22520,goodbye
18057,growing
65416,hate
20919,international
18057,leading
10459,leaning
12130,plate
10459,rang
9718,seconds
26166,sick
9028,simply
9718,soared
26166,stronger
10459,term
9028,tired
70684,yer
9718,avoid
10459,breathing
13083,grabbed
13083,history
10459,imagine
22520,indignantly
45944,masters
20919,notice
36390,opening
83250,pansy
9718,picking
10459,playing
12130,portrait
11260,smell
11260,true
22520,twelve
11260,wife
10459,appearance
66600,butterbeer
9718,buy
10459,check
22520,cmon
20919,curiously
20919,dare
9718,deserted
24260,dived
13083,ear
45040,earth
14136,enjoying
42410,extra
12130,famous
52333,fault
12130,finding
9028,fresh
13083,glittering
11260,headed
28273,karkaroffs
13083,keen
10459,knocked
13083,landed
11260,narrow
24260,private
11260,removed
14136,sprout
10459,strode
11260,ugly
24260,blankly
22246,cave
18191,chicken
11260,forgotten
10459,hanging
36390,holidays
15314,horses
12130,instructions
22520,kindly
12130,lead
12130,leapt
39249,letters
22520,lie
10459,mentioned
14136,mustache
14136,notes
28273,panted
39249,percys
13083,persuade
10459,pushing
11260,sideways
26166,slammed
42410,slid
11260,snarled
11260,split
30629,stayed
54574,stool
14136,test
24260,trust
12130,abruptly
40029,ave
13083,bouncing
15314,cakes
11260,carry
39249,dozen
20014,dudleys
60044,elves
13083,expecting
13083,explain
13083,final
13083,forget
36383,fork
11260,gap
12130,guess
18191,ha
12130,halt
15314,ignore
13083,pockets
28273,post
88984,pus
26166,relief
24260,rolling
26166,rubbish
12130,serious
10459,shocked
16650,sister
12130,sounds
26166,terrible
13083,yellow
12130,zooming
14136,afterward
20014,ashamed
16650,beam
12130,bother
26166,buried
30629,catching
11260,chin
13083,difficulty
20014,gillyweed
12130,glance
22246,hedge
13083,hesitated
12130,irritably
26166,lawn
15314,liquid
12130,month
13083,nearest
13083,ouch
49950,parkinson
42410,password
15314,paying
11260,peered
18191,predictions
12130,problem
13083,rubbing
30629,secret
12130,smaller
14136,smooth
13083,stuffed
26166,surrounding
28273,thoroughly
14136,transfiguration
15314,twisted
14136,unpleasant
40029,winkys
16650,yehre
13083,aid
13083,awake
49950,bowing
42410,bulging
28273,chocolate
13083,concerned
16650,couldve
12130,desperately
15314,disappointed
12130,exploded
14136,flashing
15314,frog
13083,gently
15314,illuminated
18191,lap
14136,massive
14136,midair
45944,movement
30629,muttering
16650,pacing
14136,painful
15314,panting
26166,questions
14136,recognize
14136,soaring
28273,staggered
18191,unconscious
12130,view
14136,widening
13083,wildly
14136,wouldve
15314,advice
13083,amazement
14136,answered
15314,attempted
14136,beckoned
16650,boxes
14136,brave
13083,crowded
16650,dragging
13083,easily
16650,event
14136,evidently
15314,fer
15314,flickered
14136,forbidden
80059,furs
88984,gargoyle
14136,giggling
30629,hearth
28273,hey
13083,ignored
15314,innocent
18191,knife
16650,leaves
30629,manage
262599,niffler
15314,overheard
22246,pig
13083,pupils
14136,reminded
15314,rumors
18191,sank
16650,secrets
36383,struck
15314,stubbornly
15314,tangled
80059,weekly
14136,whatre
36383,abou
14136,annoyed
20014,barn
15314,bite
15314,blame
14136,blinking
15314,bloody
14136,bowed
16650,chilly
14136,climbing
14136,damn
15314,dangling
16650,effort
14136,experience
40029,eyelids
15314,ghostly
15314,grimly
16650,grip
14136,heavens
15314,herbology
15314,houses
16650,illegal
14136,irritated
16650,limped
18191,loose
36383,marched
14136,ordinary
36383,released
15314,ripped
36383,saved
16650,smoke
14136,spare
14136,spat
22246,unicorns
14136,upset
14136,warning
60044,weatherby
20014,wheezy
15314,whispering
14136,written
15314,yesterday
18191,aback
15314,action
15314,alarm
18191,arriving
20014,balls
20014,beamed
36383,bending
20014,bin
16650,bird
15314,blimey
15314,bringing
88984,coins
66738,crates
18191,curious
16650,dazed
16650,entire
88984,envelope
54574,false
15314,fetch
15314,filthy
15314,flight
15314,frozen
16650,habit
15314,handful
15314,heels
16650,hungry
60044,leprechaun
15314,mood
44492,mountain
204243,nifflers
33300,oak
18191,offering
18191,paddock
18191,player
36383,politely
16650,proper
15314,puzzled
50246,roots
36383,sliding
18191,spotting
54574,swaying
33300,swiftly
15314,thickly
40029,toffee
15314,utterly
80059,warn
16650,alert
16650,arrive
16650,attitude
18191,betting
18191,breathed
20014,broadly
16650,caused
18191,choose
16650,convinced
16650,count
22246,dive
16650,drawn
18191,eagle
16650,emptied
20014,expressions
18191,feint
20014,fist
16650,forgetting
18191,gang
18191,gathered
16650,gloomy
36383,glowering
16650,hung
16650,injuries
18191,limping
16650,livid
16650,miserable
16650,pace
40029,potato
20014,prepare
44492,prize
16650,proceeded
18191,reckons
16650,returning
20014,rustling
36383,sadly
16650,satisfaction
18191,steal
18191,sunday
16650,swallowed
20014,traveling
18191,underground
66738,vos
16650,wages
36383,warned
16650,wiping
18191,wronski
18191,yehll
18191,alongside
20014,brick
44492,bubotuber
18191,cautiously
18191,checked
66738,cheery
20014,chudley
20014,crate
18191,delightedly
18191,elbow
20014,enthusiastically
50246,equal
18191,essential
18191,examine
20014,focused
18191,frightening
22246,fruit
66738,girlfriend
66738,haff
18191,halfmoon
22246,igor
20014,lighting
18191,lip
18191,monster
18191,mumbled
18191,narrowed
18191,newspaper
40029,obstacles
18191,ony
22246,puddings
20014,ragged
18191,received
18191,response
20014,rippling
44492,ritas
18191,seizing
18191,severely
18191,sleek
20014,slumped
18191,sniffed
20014,spilling
18191,suspiciously
40029,swayed
20014,taught
20014,thrust
18191,tore
18191,training
20014,windowsill
22246,agitated
22246,bacon
20014,banned
20014,beetleblack
22246,bottles
20014,building
20014,clambered
22246,cluster
20014,competition
20014,continually
20014,conversing
22246,cradling
20014,deliver
20014,descending
20014,deserve
75369,digging
20014,disapproving
20014,disgusted
22246,doin
22246,doubtfully
22246,draft
20014,dusk
20014,eager
116710,easter
44492,enclosed
20014,exasperated
22246,explaining
20014,fascinated
20014,flavor
20014,glittered
20014,gloves
20014,greenhouse
20014,growl
20014,grunted
44492,ham
44492,happier
20014,heaving
44492,hedges
20014,homemade
20014,huddle
20014,hurtling
20014,lumos
44492,mail
20014,malevolently
20014,neat
22246,neatly
20014,nosy
50246,package
22246,paws
20014,poke
25123,prophets
22246,proved
44492,ridiculous
20014,road
20014,sake
20014,served
20014,shouldntve
20014,skidding
22246,sneak
22246,snuffles
20014,soundlessly
22246,splattering
44492,sprawled
20014,spring
20014,stiff
20014,streak
20014,sulky
20014,swollen
20014,talks
20014,taller
20014,tapped
20014,tawny
44492,treasure
20014,treetops
20014,underage
75369,unhappy
22246,veil
22246,wandlight
20014,wrist
25123,accuse
22246,annoy
22246,apologize
22246,apprehensive
22246,attempts
50246,attending
22246,beef
22246,behaving
25123,blouse
22246,bored
22246,burnt
25123,cheer
25123,clamped
25123,comin
22246,constantly
22246,conversations
22246,cost
22246,curling
25123,curtsying
22246,dart
22246,decency
22246,detectors
22246,differences
22246,distinguishable
22246,drooped
87533,eclairs
22246,engage
22246,ennervate
22246,exhaustion
22246,firs
25123,foreigners
22246,freshly
22246,gabbling
22246,gingerly
22246,gushed
22246,havin
25123,haywire
25123,honeydukes
25123,howlers
22246,interrupted
22246,irritable
22246,jinx
22246,lure
22246,managing
22246,manner
22246,methods
22246,mildly
22246,miserably
22246,napkin
22246,nicely
22246,noble
50246,nosing
22246,nursing
22246,nutters
22246,panicky
22246,pursue
50246,quicker
22246,reaching
50246,regular
